NUM,OUT_DM,deviation_48H_value,prediction_48H_value,RATIO_6H,RATIO_12H,RATIO_24H,RATIO_32H,RATIO_48H,RATIO_72H,newpeople,weekend,Total_edwin,Eme_edwin,Tra_edwin,Ped_edwin,Total_people,Total_people1,Total_people2,Total_people3,Total_people4,Total_people5,Eme_people,Eme_people1,Eme_people2,Eme_people3,Eme_people4,Eme_people5,Tra_people,Tra_people1,Tra_people2,Tra_people3,Tra_people4,Tra_people5,Ped_people,Ped_people1,Ped_people2,Ped_people3,Ped_people4,Ped_people5,Total_Rbed,Eme_Rbed,Tra_Rbed,Ped_Rbed,Total_Pboard,Eme_Pboard,Tra_Pboard,Ped_Pboard,Total_Fever,Eme_Fever,Tra_Fever,Ped_Fever,Total_Doctor,Eme_Doctor,Tra_Doctor,Ped_Doctor,Occupation_rate
67,2021-07-30 06:01:00.450,-0.13593316466370939,-8.9036589278007339E-2,59.5,37.799999999999997,5.4000000000000004,2.7000000000000002,0.0,0.0,4,0,0.17699999999999999,0.36399999999999999,0.44400000000000001,0.25,34,2,7,25,0,0,31,2,5,24,0,0,2,0,2,0,0,0,1,0,0,1,0,0,112,90,10,12,21,20,1,0,13,13,0,0,7,4,2,1,0.58499999999999996
68,2021-07-30 07:01:00.433,7.4978588435759164E-2,0.30741396905306684,63.200000000000003,39.5,5.2999999999999998,2.6000000000000001,0.0,0.0,3,0,0.17799999999999999,0.378,0.44400000000000001,0.0,34,2,8,24,0,0,32,2,6,24,0,0,2,0,2,0,0,0,0,0,0,0,0,0,112,90,10,12,21,20,1,0,15,15,0,0,7,4,2,1,0.60399999999999998
69,2021-07-30 08:01:00.447,-0.12320371316024752,-7.4172726383460591E-3,59.0,41.0,5.0999999999999996,2.6000000000000001,0.0,0.0,5,0,0.19400000000000001,0.41699999999999998,0.44400000000000001,0.0,36,2,8,26,0,0,34,2,6,26,0,0,2,0,2,0,0,0,0,0,0,0,0,0,112,90,10,12,24,23,1,0,16,16,0,0,7,4,2,1,0.64200000000000002
70,2021-07-30 09:01:00.443,-0.02785348286736607,-3.9737963189062031E-2,52.200000000000003,41.299999999999997,4.2999999999999998,2.1999999999999997,0.0,0.0,9,0,0.16800000000000001,0.29199999999999998,0.61099999999999999,0.0,45,2,9,34,0,0,42,2,7,33,0,0,3,0,2,1,0,0,0,0,0,0,0,0,112,90,10,12,24,23,1,0,17,17,0,0,10,7,2,1,0.79200000000000004
71,2021-07-30 10:01:00.443,0.11705340361746876,0.18984811218651085,46.200000000000003,38.5,3.7999999999999998,3.7999999999999998,1.8999999999999999,0.0,8,0,0.16900000000000001,0.30199999999999999,0.40000000000000002,0.0,47,2,9,36,0,0,45,2,7,36,0,0,2,0,2,0,0,0,0,0,0,0,0,0,112,90,10,12,21,21,0,0,17,17,0,0,10,7,2,1,0.84899999999999998
72,2021-07-30 11:01:00.443,-1.6769242234068046E-2,-3.0941467587235819E-2,46.400000000000006,35.699999999999996,5.4000000000000004,3.5999999999999996,1.7999999999999998,0.0,7,0,0.16300000000000001,0.29099999999999998,0.20000000000000001,0.25,47,2,7,38,0,0,45,2,6,37,0,0,1,0,1,0,0,0,1,0,0,1,0,0,112,90,10,12,19,19,0,0,17,16,0,1,10,7,2,1,0.84899999999999998
73,2021-07-30 12:01:00.460,-0.10121684692996104,-6.7429073509027576E-2,41.699999999999996,33.300000000000004,8.3000000000000007,3.3000000000000003,1.7000000000000002,0.0,10,0,0.161,0.27100000000000002,0.5,0.25,51,3,6,42,0,0,47,3,5,39,0,0,3,0,1,2,0,0,1,0,0,1,0,0,112,90,10,12,10,10,0,0,17,16,0,1,10,7,2,1,0.88700000000000001
74,2021-07-30 13:01:00.450,-0.17852060519256657,-0.25931372645708473,39.700000000000003,30.199999999999999,7.9000000000000004,3.2000000000000002,1.6000000000000001,0.0,10,0,0.17299999999999999,0.28699999999999998,0.34999999999999998,0.75,56,3,7,44,0,2,51,3,6,40,0,2,2,0,1,1,0,0,3,0,0,3,0,0,112,90,10,12,10,10,0,0,19,17,0,2,10,7,2,1,0.96199999999999997
75,2021-07-30 14:01:00.450,-8.5183132132069142E-2,-1.0150642839807739E-2,38.5,26.200000000000003,9.1999999999999993,3.1000000000000001,1.5,0.0,8,0,0.17899999999999999,0.28000000000000003,0.5,1.333,57,3,10,43,0,1,49,3,8,37,0,1,3,0,1,2,0,0,5,0,1,4,0,0,112,90,10,12,9,9,0,0,18,15,0,3,10,7,2,1,0.92500000000000004
76,2021-07-30 15:01:00.457,-7.3435552217687522E-2,0.12990419344357379,37.299999999999997,25.399999999999999,11.899999999999999,3.4000000000000004,1.7000000000000002,0.0,3,0,0.154,0.24399999999999999,0.5,0.83299999999999996,49,4,9,36,0,0,43,4,7,32,0,0,3,0,1,2,0,0,3,0,1,2,0,0,112,90,10,12,6,6,0,0,16,13,1,2,10,7,2,1,0.81100000000000005
77,2021-07-30 16:01:00.573,-0.24412623984068571,-0.27648193872259674,32.800000000000004,19.0,8.5999999999999996,3.4000000000000004,1.7000000000000002,0.0,8,0,0.14999999999999999,0.23400000000000001,0.80000000000000004,0.5,50,4,7,38,0,1,43,4,6,32,0,1,5,0,1,4,0,0,2,0,0,2,0,0,112,90,10,12,4,4,0,0,11,10,0,1,10,7,2,1,0.81100000000000005
78,2021-07-30 17:01:00.470,2.9328817324134837E-2,0.16440371940272949,34.399999999999999,16.400000000000002,8.2000000000000011,3.3000000000000003,1.6000000000000001,0.0,10,0,0.13700000000000001,0.224,0.34999999999999998,0.5,46,3,6,37,0,0,42,3,5,34,0,0,2,0,1,1,0,0,2,0,0,2,0,0,112,90,10,12,3,3,0,0,13,12,0,1,10,7,2,1,0.79200000000000004
79,2021-07-30 18:01:00.460,0.12103204696032756,0.20238389559650011,39.200000000000003,15.699999999999999,5.8999999999999995,3.8999999999999999,2.0,0.0,4,0,0.104,0.17699999999999999,0.14999999999999999,0.25,36,1,4,31,0,0,34,1,4,29,0,0,1,0,0,1,0,0,1,0,0,1,0,0,112,90,10,12,3,3,0,0,9,9,0,0,10,7,2,1,0.64200000000000002
80,2021-07-30 19:01:00.483,-9.5731762654296754E-2,-4.7026989851605652E-2,23.400000000000002,8.5,4.2999999999999998,4.2999999999999998,2.1000000000000001,0.0,10,0,0.114,0.182,0.45000000000000001,0.27200000000000002,40,1,6,30,0,3,36,1,6,26,0,3,3,0,0,3,0,0,1,0,0,1,0,0,112,90,10,12,5,4,0,1,11,10,1,0,10,7,2,1,0.67900000000000005
81,2021-07-30 20:01:00.483,-0.11096687719335674,-7.7561398011426128E-2,24.0,8.0,4.0,4.0,2.0,0.0,11,0,0.11600000000000001,0.152,1.5,0.27200000000000002,39,1,5,33,0,0,28,1,5,22,0,0,10,0,0,10,0,0,1,0,0,1,0,0,112,90,10,12,6,5,0,1,12,10,2,0,10,7,2,1,0.52800000000000002
82,2021-07-30 21:01:00.480,9.5795692798886917E-5,6.1700680317794375E-3,17.299999999999997,1.8999999999999999,1.8999999999999999,1.8999999999999999,1.8999999999999999,0.0,12,0,0.152,0.26500000000000001,0.90000000000000002,0.0,41,3,5,32,0,1,35,3,5,26,0,1,6,0,0,6,0,0,0,0,0,0,0,0,112,90,10,12,4,4,0,0,12,11,1,0,8,5,2,1,0.66000000000000003
83,2021-07-30 22:01:00.517,7.7315540732635718E-2,0.36355521336721075,15.9,2.2999999999999998,2.2999999999999998,2.2999999999999998,2.2999999999999998,0.0,6,0,0.127,0.22800000000000001,0.59999999999999998,0.0,33,3,3,27,0,0,29,3,3,23,0,0,4,0,0,4,0,0,0,0,0,0,0,0,112,90,10,12,6,6,0,0,11,11,0,0,8,5,2,1,0.54700000000000004
84,2021-07-30 23:01:00.523,7.5655140229091804E-3,-3.0615598282745793E-3,20.0,2.9000000000000004,2.9000000000000004,2.9000000000000004,2.9000000000000004,0.0,2,0,0.10299999999999999,0.17999999999999999,0.45000000000000001,0.25,27,2,3,22,0,0,23,2,3,18,0,0,3,0,0,3,0,0,1,0,0,1,0,0,112,90,10,12,6,6,0,0,7,7,0,0,8,5,2,1,0.434
85,2021-07-31 00:01:00.480,-0.36896773463801313,-0.39769487997158881,20.0,3.3000000000000003,3.3000000000000003,3.3000000000000003,3.3000000000000003,0.0,4,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,90,10,12,0,0,0,0,0,0,0,0,8,5,2,1,0.0
86,2021-07-31 01:01:00.520,-0.57484079035655367,-0.3448540902875592,29.599999999999998,3.6999999999999997,3.6999999999999997,3.6999999999999997,3.6999999999999997,0.0,6,1,0.115,0.22800000000000001,0.29999999999999999,0.25,26,1,5,19,1,0,23,1,4,18,0,0,2,0,1,0,1,0,1,0,0,1,0,0,112,90,10,12,8,8,0,0,10,10,0,0,7,4,2,1,0.434
87,2021-07-31 02:01:00.547,-0.13633247369693413,6.3388042307351927E-2,33.300000000000004,3.3000000000000003,3.3000000000000003,3.3000000000000003,3.3000000000000003,0.0,4,1,0.11799999999999999,0.23100000000000001,0.29999999999999999,0.33300000000000002,26,1,7,17,1,0,23,1,5,17,0,0,2,0,1,0,1,0,1,0,1,0,0,0,112,90,10,12,8,8,0,0,10,9,0,1,7,4,2,1,0.434
88,2021-07-31 03:01:00.507,4.1669508915023107E-2,0.19705790217822711,35.299999999999997,5.8999999999999995,2.9000000000000004,2.9000000000000004,2.9000000000000004,0.0,6,1,0.13400000000000001,0.26800000000000002,0.29999999999999999,0.33300000000000002,30,1,6,22,1,0,27,1,4,22,0,0,2,0,1,0,1,0,1,0,1,0,0,0,112,90,10,12,9,9,0,0,11,10,0,1,7,4,2,1,0.50900000000000001
89,2021-07-31 04:01:00.573,2.9432516347011745E-3,9.4592411917431174E-2,41.399999999999999,10.299999999999999,3.4000000000000004,3.4000000000000004,3.4000000000000004,0.0,2,1,0.12,0.25600000000000001,0.0,0.33300000000000002,26,1,7,18,0,0,25,1,6,18,0,0,0,0,0,0,0,0,1,0,1,0,0,0,112,90,10,12,9,9,0,0,9,8,0,1,7,4,2,1,0.47199999999999998
90,2021-07-31 05:01:00.550,-8.6663467004806913E-2,2.1935474351344991E-2,41.399999999999999,17.199999999999999,3.4000000000000004,3.4000000000000004,3.4000000000000004,0.0,3,1,0.11,0.23400000000000001,0.20000000000000001,0.0,23,1,8,14,0,0,22,1,7,14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,112,90,10,12,10,10,0,0,8,8,0,0,7,4,2,1,0.41499999999999998
91,2021-07-31 06:01:00.570,-0.16255352214432198,-8.1842372902067778E-2,54.200000000000003,20.800000000000001,4.2000000000000002,4.2000000000000002,4.2000000000000002,0.0,1,1,0.105,0.221,0.20000000000000001,0.0,22,1,7,14,0,0,21,1,6,14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,112,90,10,12,10,10,0,0,8,8,0,0,7,4,2,1,0.39600000000000002
92,2021-07-31 07:01:00.600,1.0735057466484878E-2,9.5949505285944731E-2,53.800000000000004,23.100000000000001,3.7999999999999998,3.7999999999999998,3.7999999999999998,0.0,4,1,0.124,0.26500000000000001,0.20000000000000001,0.0,26,1,8,17,0,0,25,1,7,17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,112,90,10,12,11,11,0,0,9,9,0,0,7,4,2,1,0.47199999999999998
93,2021-07-31 08:01:00.580,0.17914344397879231,0.30544294658528337,51.899999999999999,29.599999999999998,3.6999999999999997,3.6999999999999997,3.6999999999999997,0.0,1,1,0.11700000000000001,0.25,0.20000000000000001,0.0,24,1,8,15,0,0,23,1,7,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,112,90,10,12,12,12,0,0,8,8,0,0,7,4,2,1,0.434
94,2021-07-31 09:01:00.593,9.3466627918542267E-2,0.13914759724483661,50.0,28.100000000000001,3.1000000000000001,3.1000000000000001,3.1000000000000001,0.0,9,1,9.9000000000000005E-2,0.17999999999999999,0.0,0.0,30,1,10,18,0,1,30,1,10,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,112,90,10,12,11,11,0,0,9,9,0,0,10,7,2,1,0.56599999999999995
95,2021-07-31 10:01:00.580,0.13524330375052832,8.9790432154379582E-2,42.5,25.0,2.5,2.5,2.5,2.5,5,1,0.108,0.17199999999999999,0.34999999999999998,0.54500000000000004,33,1,10,22,0,0,29,1,9,19,0,0,2,0,1,1,0,0,2,0,0,2,0,0,112,90,10,12,10,9,0,1,10,9,0,1,10,7,2,1,0.54700000000000004
96,2021-07-31 11:01:00.597,7.4807914568876199E-2,0.01237252273444639,41.5,24.399999999999999,2.3999999999999999,2.3999999999999999,2.3999999999999999,2.3999999999999999,5,1,0.12,0.20000000000000001,0.34999999999999998,0.27200000000000002,36,1,10,24,0,1,33,1,9,22,0,1,2,0,1,1,0,0,1,0,0,1,0,0,112,90,10,12,14,13,0,1,9,9,0,0,10,7,2,1,0.623
97,2021-07-31 12:01:00.587,-0.31946216518232995,-0.29092423930213795,36.199999999999996,23.400000000000002,2.1000000000000001,2.1000000000000001,2.1000000000000001,2.1000000000000001,9,1,0.14799999999999999,0.251,0.40000000000000002,0.25,45,2,13,29,0,1,42,2,11,28,0,1,2,0,2,0,0,0,1,0,0,1,0,0,112,90,10,12,11,11,0,0,10,10,0,0,10,7,2,1,0.79200000000000004
98,2021-07-31 13:01:00.577,-0.44874001188271151,-0.33472876017926978,27.300000000000001,18.199999999999999,1.7999999999999998,1.7999999999999998,1.7999999999999998,1.7999999999999998,8,1,0.16700000000000001,0.27800000000000002,0.65000000000000002,0.25,49,2,15,30,0,2,44,2,14,26,0,2,4,0,1,3,0,0,1,0,0,1,0,0,112,90,10,12,15,15,0,0,13,12,1,0,10,7,2,1,0.82999999999999996
99,2021-07-31 14:01:00.597,-0.31070622808199666,-0.27807023774520356,24.099999999999998,15.5,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.7000000000000002,7,1,0.16300000000000001,0.26900000000000002,0.5,0.5,49,2,16,29,0,2,44,2,15,25,0,2,3,0,1,2,0,0,2,0,0,2,0,0,112,90,10,12,12,12,0,0,11,11,0,0,10,7,2,1,0.82999999999999996
100,2021-07-31 15:01:00.587,2.7395787579716016E-2,0.20969176513116333,29.5,16.400000000000002,3.3000000000000003,1.6000000000000001,1.6000000000000001,1.6000000000000001,9,1,0.16700000000000001,0.27200000000000002,0.5,0.75,53,1,15,32,0,5,47,1,14,27,0,5,3,0,1,2,0,0,3,0,0,3,0,0,112,90,10,12,13,13,0,0,12,12,0,0,10,7,2,1,0.88700000000000001
101,2021-07-31 16:01:00.593,0.42323646735747233,0.64677903081252575,29.299999999999997,10.299999999999999,3.4000000000000004,1.7000000000000002,1.7000000000000002,1.7000000000000002,4,1,0.127,0.215,0.34999999999999998,0.25,42,1,11,25,0,5,39,1,10,23,0,5,2,0,1,1,0,0,1,0,0,1,0,0,112,90,10,12,11,11,0,0,8,8,0,0,10,7,2,1,0.73599999999999999
102,2021-07-31 17:01:00.593,-0.25975312825412711,-0.3415134704391567,41.899999999999999,14.000000000000002,4.7000000000000002,2.2999999999999998,2.2999999999999998,2.2999999999999998,7,1,0.124,0.21099999999999999,0.40000000000000002,0.0,38,1,14,22,0,1,36,1,12,22,0,1,2,0,2,0,0,0,0,0,0,0,0,0,112,90,10,12,9,9,0,0,10,10,0,0,10,7,2,1,0.67900000000000005
103,2021-07-31 18:01:00.603,-0.10368336505433254,-0.11251534541074321,51.100000000000001,15.6,4.3999999999999995,2.1999999999999997,2.1999999999999997,2.1999999999999997,7,1,0.105,0.16900000000000001,0.34999999999999998,0.5,33,0,11,21,0,1,29,0,10,18,0,1,2,0,1,1,0,0,2,0,0,2,0,0,112,90,10,12,10,10,0,0,9,8,0,1,10,7,2,1,0.54700000000000004
104,2021-07-31 19:01:00.617,-9.8357463389615485E-2,-1.9087838596768957E-2,37.5,15.0,7.5,2.5,2.5,2.5,8,1,0.10299999999999999,0.18099999999999999,0.20000000000000001,0.0,31,1,13,17,0,0,30,1,12,17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,112,90,10,12,8,8,0,0,7,7,0,0,10,7,2,1,0.56599999999999995
105,2021-07-31 20:01:00.663,-0.16306372379903086,-2.3181636702658659E-2,34.100000000000001,12.199999999999999,4.9000000000000004,2.3999999999999999,2.3999999999999999,2.3999999999999999,10,1,0.108,0.16,1.05,0.0,32,1,13,18,0,0,26,1,10,15,0,0,6,0,3,3,0,0,0,0,0,0,0,0,112,90,10,12,10,10,0,0,12,10,2,0,10,7,2,1,0.49099999999999999
106,2021-07-31 21:01:00.600,-7.8063091150178801E-2,3.9345042210378059E-2,31.600000000000001,10.5,2.6000000000000001,0.0,0.0,0.0,6,1,0.127,0.24099999999999999,0.40000000000000002,0.0,29,1,13,15,0,0,27,1,11,15,0,0,2,0,2,0,0,0,0,0,0,0,0,0,112,90,10,12,12,12,0,0,10,9,1,0,8,5,2,1,0.50900000000000001
107,2021-07-31 22:01:00.697,-0.1798518605402909,-0.33238783582275544,35.5,16.100000000000001,3.2000000000000002,0.0,0.0,0.0,3,1,0.11,0.215,0.20000000000000001,0.0,25,1,11,13,0,0,24,1,10,13,0,0,1,0,1,0,0,0,0,0,0,0,0,0,112,90,10,12,12,12,0,0,8,7,1,0,8,5,2,1,0.45300000000000001
108,2021-07-31 23:01:00.627,-0.33851808563316055,-0.11491983754058019,31.399999999999999,14.299999999999999,2.9000000000000004,0.0,0.0,0.0,9,1,0.14000000000000001,0.27100000000000002,0.34999999999999998,0.0,32,2,12,17,0,1,30,2,11,16,0,1,2,0,1,1,0,0,0,0,0,0,0,0,112,90,10,12,14,14,0,0,7,6,1,0,8,5,2,1,0.56599999999999995
109,2021-08-01 00:01:00.630,-0.49632259212161506,-0.30791682346275151,35.099999999999994,18.899999999999999,2.7000000000000002,0.0,0.0,0.0,5,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,90,10,12,0,0,0,0,0,0,0,0,8,5,2,1,0.0
110,2021-08-01 01:01:00.613,0.04085060586142307,0.25371764032559457,46.899999999999999,21.899999999999999,3.1000000000000001,3.1000000000000001,0.0,0.0,1,1,0.151,0.34300000000000003,0.0,0.0,29,2,12,15,0,0,29,2,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,90,10,12,15,15,0,0,7,7,0,0,7,4,2,1,0.54700000000000004
111,2021-08-01 02:01:00.630,-0.15568982552684635,7.6093106103114483E-2,41.0,20.5,2.6000000000000001,2.6000000000000001,0.0,0.0,6,1,0.189,0.40600000000000003,0.34999999999999998,0.0,36,2,17,17,0,0,34,2,16,16,0,0,2,0,1,1,0,0,0,0,0,0,0,0,112,90,10,12,15,15,0,0,10,10,0,0,7,4,2,1,0.64200000000000002
112,2021-08-01 03:01:00.633,-1.9440593233719244E-2,9.5725322429577916E-2,48.699999999999996,23.100000000000001,5.0999999999999996,2.6000000000000001,0.0,0.0,2,1,0.191,0.42199999999999999,0.20000000000000001,0.0,36,2,17,17,0,0,35,2,16,17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,112,90,10,12,16,16,0,0,11,11,0,0,7,4,2,1,0.66000000000000003
113,2021-08-01 04:01:00.623,-0.44837425126365499,-0.43906141847060265,54.100000000000001,27.0,5.4000000000000004,2.7000000000000002,0.0,0.0,2,1,0.191,0.42199999999999999,0.20000000000000001,0.0,36,2,17,17,0,0,35,2,16,17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,112,90,10,12,16,16,0,0,11,11,0,0,7,4,2,1,0.66000000000000003
114,2021-08-01 05:01:00.627,-0.27167096582873768,-0.21940277049038609,57.899999999999999,28.899999999999999,5.2999999999999998,2.6000000000000001,0.0,0.0,2,1,0.18099999999999999,0.40000000000000002,0.20000000000000001,0.0,34,2,15,17,0,0,33,2,14,17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,112,90,10,12,17,17,0,0,10,10,0,0,7,4,2,1,0.623
115,2021-08-01 06:01:00.610,-0.22582599729733283,1.0667877431849659E-2,60.5,34.200000000000003,7.9000000000000004,2.6000000000000001,0.0,0.0,4,1,0.183,0.39700000000000002,0.29999999999999999,0.0,35,2,13,20,0,0,33,2,13,18,0,0,2,0,0,2,0,0,0,0,0,0,0,0,112,90,10,12,17,17,0,0,11,10,1,0,7,4,2,1,0.623
116,2021-08-01 07:01:00.637,-1.0147897420012264E-3,6.0965777346972207E-2,67.600000000000009,40.5,8.0999999999999996,2.7000000000000002,0.0,0.0,2,1,0.187,0.39700000000000002,0.45000000000000001,0.0,36,2,13,21,0,0,33,2,13,18,0,0,3,0,0,3,0,0,0,0,0,0,0,0,112,90,10,12,17,17,0,0,11,10,1,0,7,4,2,1,0.623
117,2021-08-01 08:01:00.660,-0.10809990672807854,0.10003871938492145,71.099999999999994,42.100000000000001,7.9000000000000004,2.6000000000000001,0.0,0.0,2,1,0.187,0.40699999999999997,0.29999999999999999,0.0,36,2,13,21,0,0,34,2,13,19,0,0,2,0,0,2,0,0,0,0,0,0,0,0,112,90,10,12,17,17,0,0,11,10,1,0,7,4,2,1,0.64200000000000002
118,2021-08-01 09:01:00.663,-8.6930865293855103E-2,-0.1298034667298095,63.600000000000001,43.200000000000003,9.0999999999999996,2.2999999999999998,0.0,0.0,6,1,0.13600000000000001,0.222,0.59999999999999998,0.0,41,3,15,23,0,0,37,3,15,19,0,0,4,0,0,4,0,0,0,0,0,0,0,0,112,90,10,12,16,16,0,0,11,10,1,0,11,8,2,1,0.69799999999999995
119,2021-08-01 10:01:00.647,-8.4568915096646269E-2,-0.09329592433411546,65.900000000000006,45.5,9.0999999999999996,2.2999999999999998,0.0,0.0,3,1,0.13,0.222,0.29999999999999999,0.0,39,3,13,23,0,0,37,3,13,21,0,0,2,0,0,2,0,0,0,0,0,0,0,0,112,90,10,12,17,17,0,0,10,10,0,0,11,8,2,1,0.69799999999999995
120,2021-08-01 11:01:00.650,-0.11127542336036239,-0.10243433231391359,57.399999999999999,40.400000000000006,8.5,2.1000000000000001,0.0,0.0,6,1,0.13800000000000001,0.22700000000000001,0.34999999999999998,0.25,43,3,17,23,0,0,40,3,16,21,0,0,2,0,1,1,0,0,1,0,0,1,0,0,112,90,10,12,12,12,0,0,11,10,0,1,11,8,2,1,0.755
121,2021-08-01 12:01:00.647,-3.5832991573198913E-3,0.21858507084516676,54.200000000000003,41.699999999999996,10.4,0.0,0.0,0.0,5,1,0.113,0.17699999999999999,0.34999999999999998,0.5,38,3,12,23,0,0,34,3,11,20,0,0,2,0,1,1,0,0,2,0,0,2,0,0,112,90,10,12,6,6,0,0,8,6,0,2,11,8,2,1,0.64200000000000002
122,2021-08-01 13:01:00.667,-0.200543427946035,2.8777591463819197E-2,42.600000000000001,34.0,10.6,0.0,0.0,0.0,9,1,0.122,0.183,0.5,0.75,41,4,10,27,0,0,35,4,9,22,0,0,3,0,1,2,0,0,3,0,0,3,0,0,112,90,10,12,7,7,0,0,6,4,0,2,11,8,2,1,0.66000000000000003
123,2021-08-01 14:01:00.660,1.9204831168054728E-2,0.23166295451268948,34.599999999999994,26.900000000000002,9.5999999999999996,1.8999999999999999,0.0,0.0,7,1,0.13700000000000001,0.19500000000000001,0.84999999999999998,1.0,47,4,10,32,0,1,38,4,8,25,0,1,5,0,2,3,0,0,4,0,0,4,0,0,112,90,10,12,8,8,0,0,7,4,0,3,11,8,2,1,0.71699999999999997
124,2021-08-01 15:01:00.650,-3.1285413669434839E-2,-4.0955489944255283E-2,25.0,17.299999999999997,7.7000000000000002,1.8999999999999999,0.0,0.0,8,1,0.13100000000000001,0.189,0.65000000000000002,1.083,45,2,10,33,0,0,37,2,8,27,0,0,4,0,1,3,0,0,4,0,1,3,0,0,112,90,10,12,9,9,0,0,7,5,0,2,11,8,2,1,0.69799999999999995
125,2021-08-01 16:01:00.673,-2.6430922865990324E-2,-0.16900023748481022,27.800000000000004,18.5,7.3999999999999995,1.8999999999999999,0.0,0.0,10,1,0.11899999999999999,0.153,1.1499999999999999,1.083,43,1,9,32,0,1,32,1,6,24,0,1,7,0,2,5,0,0,4,0,1,3,0,0,112,90,10,12,7,7,0,0,7,4,0,3,11,8,2,1,0.60399999999999998
126,2021-08-01 17:01:00.773,4.4689419061906675E-2,0.1534805554687772,27.300000000000001,14.499999999999998,5.5,1.7999999999999998,0.0,0.0,9,1,0.129,0.16200000000000001,1.45,1.083,46,1,10,35,0,0,33,1,7,25,0,0,9,0,2,7,0,0,4,0,1,3,0,0,112,90,10,12,7,7,0,0,6,3,0,3,11,8,2,1,0.623
127,2021-08-01 18:01:00.660,-0.04896754872257976,-9.5524486602305642E-2,27.300000000000001,12.699999999999999,7.2999999999999998,1.7999999999999998,0.0,0.0,4,1,0.115,0.14599999999999999,1.6499999999999999,0.25,41,1,10,29,0,1,30,1,7,21,0,1,10,0,3,7,0,0,1,0,0,1,0,0,112,90,10,12,7,7,0,0,3,1,1,1,11,8,2,1,0.56599999999999995
128,2021-08-01 19:01:00.683,-0.10061430050753686,4.4063334426613587E-2,32.0,14.000000000000002,8.0,2.0,0.0,0.0,7,1,9.5000000000000001E-2,0.109,1.7,0.25,35,1,4,29,1,0,23,1,2,20,0,0,11,0,2,8,1,0,1,0,0,1,0,0,112,90,10,12,7,7,0,0,5,2,2,1,11,8,2,1,0.434
129,2021-08-01 20:01:00.683,-0.15532168738152988,-4.8633766212219751E-2,34.799999999999997,15.199999999999999,8.6999999999999993,6.5,0.0,0.0,9,1,0.10299999999999999,0.121,1.6000000000000001,0.5,37,1,4,32,0,0,25,1,2,22,0,0,10,0,2,8,0,0,2,0,0,2,0,0,112,90,10,12,9,9,0,0,8,5,2,1,11,8,2,1,0.47199999999999998
130,2021-08-01 21:01:00.673,0.01212945901242525,0.06673367475878951,32.600000000000001,13.0,6.5,6.5,0.0,0.0,5,1,0.155,0.22500000000000001,1.3999999999999999,0.75,40,1,5,34,0,0,28,1,4,23,0,0,9,0,1,8,0,0,3,0,0,3,0,0,112,90,10,12,10,10,0,0,10,6,2,2,8,5,2,1,0.52800000000000002
131,2021-08-01 22:01:00.790,-7.0700400169712629E-2,3.7837873992575821E-4,30.800000000000001,13.5,5.8000000000000007,5.8000000000000007,0.0,0.0,11,1,0.183,0.29199999999999998,1.3879999999999999,0.5,48,1,7,37,1,2,38,1,6,28,1,2,8,0,1,7,0,0,2,0,0,2,0,0,112,90,10,12,11,10,1,0,12,8,3,1,8,5,2,1,0.71699999999999997
132,2021-08-01 23:01:00.673,3.4529328429234507E-2,7.101432026972998E-4,29.299999999999997,13.800000000000001,6.9000000000000004,5.2000000000000002,0.0,0.0,10,1,0.17799999999999999,0.318,0.72199999999999998,0.33300000000000002,46,1,7,36,0,2,40,1,6,32,0,1,4,0,1,3,0,0,2,0,0,1,0,1,112,90,10,12,12,11,1,0,15,12,2,1,8,5,2,1,0.755
133,2021-08-02 00:01:00.687,0.19176483323533816,0.39617776457150411,25.0,15.4,7.7000000000000002,5.8000000000000007,0.0,0.0,7,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,90,10,12,0,0,0,0,0,0,0,0,8,5,2,1,0.0
134,2021-08-02 01:01:00.677,0.4576846457330867,0.49245365709515132,35.600000000000001,24.399999999999999,8.9000000000000004,6.7000000000000002,0.0,0.0,2,0,0.20999999999999999,0.432,0.61099999999999999,0.0,43,4,9,30,0,0,40,4,7,29,0,0,3,0,2,1,0,0,0,0,0,0,0,0,112,90,10,12,13,12,1,0,12,11,1,0,7,4,2,1,0.755
